no,property-name,price,house-type,area,bedrooms,bathrooms,receptions,location,county,postal-code,
323,Long & Waterson Apartments,690000,New development,596,1,1,1, Hackney,London,E2 8HN,
324,Ardwick Road,995000,Flat / Apartment,999,2,2,2,Fortune Green,London,NW2 2BX,
325,Carlton House,1000000,Penthouse,962,2,2,2,Putney,London,SW15 2FU,
326,York Avenue,1900000,House,2358,4,4,4,,London,SW14 7LQ,
327,Sutherland Gardens,1295000,House,1813,4,4,4,East Sheen,London,SW14 8DB,
328,Turnstone House,1280000,Flat / Apartment,1169,2,2,2,Star Place,London,E1W 1AE,
329,St. Marys Grove,1425000,House,2028,4,4,4, Chiswick,London,W4 3LL,
330,Stanton Road,1795000,House,1720,4,4,4,Barnes,London,SW13 0EX,
331,Afghan Road,1125000,House,1423,4,4,4,Battersea,London,SW11 2QD,
332,Old Chesterton Building,945000,Flat / Apartment,1001,2,2,2,110 Battersea Park Road,London,SW11 4LZ,
333,Kersley Street,3150000,House,2809,5,5,5,Battersea,London,SW11 4PR,
334,Grosvenor Avenue,699950,Flat / Apartment,920,2,2,2,Highbury,London,N5 2NP,
335,Speldhurst Road,1275000,House,1420,4,4,4,Chiswick,London,W4 1BY,
336,Lamont Road,3750000,House,2428,3,3,3,,London,SW10 0HX,
337,Mortimer Court,460000,Flat / Apartment,431,1,1,1,Abbey Road,London,NW8 9AB,
338,Cavendish Avenue,6795000,House,4637,6,6,6,St John's Wood,London,NW8 9JE,
339,Bangalore Street,1695000,House,2096,4,4,4,Putney,London,SW15 1QD,
340,Egerton Crescent,15950000,House,4090,4,4,4,,London,SW3 2ED,
341,Cruikshank Street,900000,Flat / Apartment,769,2,2,2,Grays Inn,London,WC1X 9HF,
342,Gledhow Gardens,6950000,Flat / Apartment,3001,4,4,4,,London,SW5 0AY,
343,Elm Bank Mansions,1200000,Flat / Apartment,1155,3,3,3, Barnes,London,SW13 0NS,
344,Coleraine Road,399995,Flat / Apartment,990,3,3,3,,Blackheath,SE3 7PE,
345,Queen Anne Road,1100000,House,1607,4,4,4,South Hackney,London,E9 7AH,
346,Paintworks,650000,New development,646,2,2,2,Kingsland Road,London,E2 8AG,
347,West Temple Sheen,2950000,House,3716,5,5,5,East Sheen,London,SW14 7AP,
348,Rowditch Lane,600000,House,953,3,3,3,,London,SW11 5BX,
349,Holmead Road,2450000,House,2313,4,4,4, Fulham,London,SW6 2JE,
350,Huguenot Place,775000,Flat / Apartment,939,2,2,2,,London,SW18 2EN,
351,Addison House,625000,Flat / Apartment,652,2,2,2, St John's Wood,London,NW8 9EL,
352,Cumberland Terrace Mews,295000,Studio,344,0,0,0,Regent's Park,London,NW1 4HR,
353,St. Johns Wood Terrace,2350000,House,1519,4,4,4,St John's Wood,London,NW8 6JJ,
354,Wimbolt Street,1999995,House,1935,5,5,5,Shoreditch,London,E2 7BX,
355,Belgrave Mews North,2250000,House,1299,3,3,3,,London,SW1X 8RS,
356,St. Augustines Road,499000,Flat / Apartment,451,1,1,1,Camden,London,NW1 9RN,
357,St. John's Hill,850000,Flat / Apartment,1339,3,3,3,,London,SW11 1TH,
358,Bourne Street,2500000,House,1340,3,3,3,,London,SW1W 8JR,
359,Eaton Terrace,6450000,House,3336,5,5,5,Belgravia,London,SW1W 8EZ,
360,Palace Court,2250000,Penthouse,1765,2,2,2,,London,W2 4HU,
361,Iverna Gardens,2500000,Flat / Apartment,1752,3,3,3,,London,W8 6TW,
362,City North East Tower,475000,New development,560,1,1,1,3 City North Place,London,N4 3FQ,
363,ICON7,560000,New development,657,2,2,2, Holloway,London,N7 0JN,
364,ICON7,610000,New development,758,2,2,2, Holloway,London,N7 0JN,
365,ICON7,600000,New development,758,2,2,2, Holloway,London,N7 0JN,
366,Octavia House,615000,Flat / Apartment,797,1,1,1,Imperial Wharf,Fulham,SW6 2FH,
367,Gloucester House,625000,Flat / Apartment,960,2,2,2, Sheen Road,Richmond,TW10 5BB,
368,Entwistle Terrace,600000,Flat / Apartment,658,1,1,1,St. Peters Square,London,W6 9AW,
369,Rutherford House,650000,Flat / Apartment,848,2,2,2, Battersea,London,SW11 4BT,
370,Oakford Road,1795000,House,1824,5,5,5,Kentish Town,London,NW5 1AJ,
371,Walham Grove,825000,Flat / Apartment,843,2,2,2,Fulham,London,SW6 1QR,
372,Killieser Avenue,2350000,House,3180,6,6,6,,London,SW2 4NX,
373,Underwood Street,2350000,Flat / Apartment,2577,3,3,3,Old Street,London,N1 7LG,
374,Emperors Gate,2500000,Flat / Apartment,1498,2,2,2,,London,SW7 4JA,
375,Stapleton Road,675000,Flat / Apartment,946,3,3,3,,London,SW17 8AY,
376,Tile Kiln Lane,1695000,House,6356,6,6,6, Uxbridge,Middlesex,UB9 6LU,
377,Old Town,1050000,Flat / Apartment,976,2,2,2,,The Metal Works,SW4 0JT,
378,Atina Court,1200000,Flat / Apartment,932,2,2,2, Belsize Park,London,NW3 4UR,
379,Fulham Palace Road,625000,Flat / Apartment,663,2,2,2,,London,SW6 6TA,
380,Voltaire Buildings,450000,Flat / Apartment,600,2,2,2,330 Garratt Lane,London,SW18 4FR,
381,Chipstead Street,3450000,House,3070,5,5,5,Fulham,London,SW6 3SR,
382,Cambridge Street,995000,Flat / Apartment,908,2,2,2,Pimlico,London,SW1V 4QE,
383,Arthur Road,795000,Flat / Apartment,1536,3,3,3,Wimbledon,London,SW19 7DN,
384,Cromwell Road,1775000,House,2336,5,5,5,Wimbledon,London,SW19 8LF,
385,Roskell Road,549950,Flat / Apartment,730,1,1,1,Putney,London,SW15 1DS,
386,Cautley Avenue,295000,Studio,277,0,0,0,,London,SW4 9HU,
387,Clarendon Gardens,2600000,Flat / Apartment,1779,3,3,3,Little Venice,London,W9 1AZ,
388,Pavilion Road,3950000,House,1917,1,1,1,Knightsbridge,London,SW1X 0AX,
389,Islington,1500000,House,1666,3,3,3,,London,N7 8LS,
390,Elwood Street,1350000,House,1629,4,4,4,Highbury,London,N5 1EH,
391,Northchurch Road,900000,Flat / Apartment,1069,2,2,2,,London,N1 3NU,
392,Ellington Street,2750000,House,2500,5,5,5,Islington,London,N7 8PN,
393,Tollington Way,699500,New development,990,2,2,2, London,N7 6QX,N7 6RG,
394,Well Walk,799950,Flat / Apartment,770,2,2,2,Hampstead,London,NW3 1LD,
395,Irene Road,2895000,House,2730,5,5,5, Fulham,London,SW6 4AL,
396,Melbourne Mansions,799950,Flat / Apartment,940,3,3,3,Queens Club Gardens,London,W14 9SF,
397,Wandsworth Bridge Road,2250000,House,2949,6,6,6,Fulham,London,SW6 2TB,
398,Lillie Square East,2020000,New development,1262,3,3,3, Earls Court,London,SW6 1UE,
399,Graveney Road,975000,House,1308,4,4,4,Tooting,London,SW17 0EG,
400,Louisville Road,1595000,House,2790,6,6,6,,London,SW17 8RN,
401,Merino Court,850000,Flat / Apartment,978,3,3,3, Clerkenwell,London,EC1V 8BG,
402,Westville Road,570000,Flat / Apartment,682,2,2,2,,London,W12 9BD,
403,North Road,2400000,House,2411,4,4,4,Highgate,London,N6 4AA,
404,Jubilee Court,475000,Flat / Apartment,496,1,1,1, Greenwich,London,SE10 9FJ,
405,Roehampton High Street,1200000,House,1934,4,4,4,Putney,London,SW15 4HH,
406,Arthur Road,3250000,House,4370,6,6,6,Wimbledon,London,SW19 7DP,
407,Gibson Square,2375000,House,2153,3,3,3,Islington,London,N1 0RD,
408,Eamont Court,650000,Flat / Apartment,595,2,2,2,Shannon Place,London,NW8 7DN,
409,Disraeli Road,1295000,House,876,4,4,4,Putney,London,SW15 2DS,
410,Quill Lane,1000000,House,905,2,2,2,Putney,London,SW15 1PD,
411,York Mansions,1885000,Flat / Apartment,1675,4,4,4,Prince of Wales Drive,London,SW11 4DL,
412,Thornton Hill,635000,Flat / Apartment,797,2,2,2,,London,SW19 4HS,
413,Montem Terrace,3495000,New development,4420,6,6,6, Wimbledon,London,SW20 8TG,
414,Ballantine Street,1200000,House,1378,3,3,3, Wandsworth,London,SW18 1AL,
415,Freshford Street,1200000,House,1751,4,4,4, Wandsworth,London,SW18 3TF,
416,Swanage Road,1600000,House,2330,5,5,5,Wandsworth,London,SW18 2DZ,
417,Arlesey Close,799000,House,1214,3,3,3,Putney,London,SW15 2EX,
418,Disraeli Road,850000,Flat / Apartment,876,2,2,2,Putney,London,SW15 2DZ,
419,Chestnut Court,500000,Flat / Apartment,872,2,2,2, Northwood,Middlesex,HA6 3NL,
420,Montagu Mews North,2500000,House,1323,3,3,3,Marylebone,London,W1H 2JR,
421,Albion Street,3950000,House,2547,4,4,4,Hyde Park,London,W2 2AS,
422,Eaton Row,2995000,House,1393,3,3,3,,London,SW1W 0JA,
423,Redcliffe Gardens,995000,Flat / Apartment,888,1,1,1,,London,SW10 9JJ,
424,Gerrard Road,2250000,House,1857,4,4,4,,London,N1 8BA,
425,New North Road,749950,Flat / Apartment,855,2,2,2,,London,N1 6JB,
426,ICON7,420000,New development,538,1,1,1, Holloway,London,N7 0JN,
427,Richmond Road,424995,Flat / Apartment,422,1,1,1,Hackney,London,E8 3AA,
428,The Pryors,2150000,Flat / Apartment,2074,4,4,4,East Heath Road,London,NW3 1BP,
429,Bishops Road,1500000,House,1645,3,3,3,Fulham,London,SW6 7AB,
430,Gosberton Road,1575000,House,2115,4,4,4,,London,SW12 8LQ,
431,Hearnville Road,1500000,House,2242,5,5,5,,London,SW12 8RR,
432,Discovery Dock Apartments West,550000,Flat / Apartment,600,1,1,1, Canary Wharf,London,E14 9RT,
433,Wilmington Square,475000,Flat / Apartment,381,1,1,1,Clerkenwell,London,WC1X 0EG,
434,Nevill Court,595000,Flat / Apartment,791,2,2,2,Edith Terrace,London,SW10 0TL,
435,Ferry Road,2250000,House,2937,6,6,6,Barnes,London,SW13 9PR,
436,Waldemar Avenue,755000,Flat / Apartment,907,3,3,3,,London,SW6 5LN,
437,Battersea Church Road,900000,Flat / Apartment,1218,3,3,3,Battersea,London,SW11 3ND,
438,Buckingham Gate,1990000,Flat / Apartment,1560,2,2,2,St. James's,London,SW1E 6LB,
439,South Park Road,1195000,House,1464,3,3,3,Wimbledon,London,SW19 8SZ,
440,Garratt Lane,450000,Flat / Apartment,696,2,2,2,,London,SW18 4EE,
441,Cadogan Terrace,325000,Flat / Apartment,339,1,1,1,Victoria Park,London,E9 5HP,
442,Hassett Road,1150000,House,1541,4,4,4,,London,E9 5SL,
443,Sterling House,850000,Flat / Apartment,1456,2,2,2, Putney,London,SW15 6AR,
444,Boatman's Court,879000,New development,1004,2,2,2, Putney,London,SW15 1PP,
445,Comyn Road,1295000,House,1875,5,5,5,,London,SW11 1QB,
446,Hightrees House,575000,Flat / Apartment,695,2,2,2,Nightingale Lane,London,SW12 8AH,
447,Green Street,4100000,Flat / Apartment,1496,2,2,2,Mayfair,London,W1K 6RG,
448,Morton Road,1800000,House,1919,3,3,3,Islington,London,N1 3BD,
449,Highbury Gardens,649950,Flat / Apartment,804,2,2,2,52 Holloway Road,London,N7 8BW,
450,Crediton Hill,899950,Flat / Apartment,1143,2,2,2,West Hampstead,London,NW6 1HR,
451,Moore Park Road,1999950,New development,1848,3,3,3,,London,SW6 4PS,
452,Queen's Gate Gardens,1595000,Flat / Apartment,1170,2,2,2,Kensington,London,SW7 5RR,
453,United House,499000,New development,690,2,2,2,Mayflower Street,London,SE16 4JL,
454,Three Riverside,3410000,Penthouse,2852,4,4,4,Riverside Quarter,London,SW18 1PP,
455,Onslow Gardens,6750000,Flat / Apartment,2823,5,5,5,,London,SW7 3QB,
456,Ensor Mews,2850000,House,1724,3,3,3,,London,SW7 3BT,
457,Roland Gardens,1895000,Flat / Apartment,1474,3,3,3,,London,SW7 3PE,
458,Wardo Avenue,1650000,House,1756,4,4,4,Fulham,London,SW6 6RB,
459,Kinnoul Road,1225000,House,1806,4,4,4,Fulham,London,W6 8NQ,
460,Stanlake Road,1100000,House,2145,5,5,5,,London,W12 7HG,
461,Spencer Hill,1095000,House,950,2,2,2,Wimbledon,London,SW19 4PA,
462,Upton Court,550000,Flat / Apartment,904,2,2,2, Wimbledon,London,SW20 8JB,
463,Earlsfield Road,1500000,House,2583,5,5,5, Wandsworth,London,SW18 3DA,
464,Dempster Road,750000,Flat / Apartment,911,2,2,2, Wandsworth,London,SW18 1AS,
465,Atheldene Road,1150000,House,1822,5,5,5, Wandsworth,London,SW18 3BN,
466,Townshend Court,665000,Flat / Apartment,647,2,2,2,Shannon Place,London,NW8 7DP,
467,Hamilton Terrace,1250000,Flat / Apartment,1036,2,2,2,St. John's Wood,London,NW8 9UJ,
468,James House,600000,Flat / Apartment,632,2,2,2,70 Webb's Road,London,SW11 6SE,
469,Broomwood Road,700000,Flat / Apartment,946,2,2,2,,London,SW11 6JX,
470,Bolingbroke Grove,2450000,House,3020,6,6,6,Clapham,London,SW11 6ES,
471,Lowndes Square,1750000,Flat / Apartment,853,2,2,2,,London,SW1X 9HA,
472,Eagle Wharf Road,895000,New development,1033,3,3,3,Islington,London,N1 7EG,
473,Youngs Court,1000000,Flat / Apartment,884,1,1,1, Hampstead,London,NW3 1DD,
474,Moore Park Road,2300000,House,2124,4,4,4,Fulham,London,SW6 2HH,
475,Montpellier Road,375000,Flat / Apartment,444,1,1,1,Ealing,London,W5 2QS,
476,Bolander Grove,725000,New development,591,1,1,1,,London,SW6 1EY,
477,Ashley Gardens,985000,Flat / Apartment,1140,2,2,2,Thirleby Road,London,SW1P 1HN,
478,St. Ann's Crescent,585000,Flat / Apartment,795,2,2,2,,London,SW18 2ND,
479,Herndon Road,995000,House,1993,5,5,5,Wandsworth,London,SW18 2DG,
480,Claremont Court,550000,Flat / Apartment,666,2,2,2, Shoreditch,London,E2 6DE,
481,Eaton Square,7300000,Flat / Apartment,2230,3,3,3,Belgravia,London,SW1W 9DH,
482,Elsworthy Terrace,1250000,Flat / Apartment,885,2,2,2,Primrose Hill,London,NW3 3DR,
483,Radnor Mews,3750000,House,2396,4,4,4,Hyde Park Estate,London,W2 2SA,
484,Thornton Place,430000,Studio,514,1,1,1,Clapham Common North Side,London,SW4 0AB,
485,Thornton Place,830000,Flat / Apartment,891,2,2,2,Clapham Common North Side,London,SW4 0AB,
486,Pearson Square,1100000,Flat / Apartment,635,1,1,1,Fitzrovia,London,W1T 3BJ,
487,John Adam Street,3100000,New development,1410,3,3,3,Covent Garden,London,WC2N 6LU,
488,Vicarage Gate,925000,Flat / Apartment,706,1,1,1,,London,W8 4HH,
489,Pyrland Road,2650000,House,3319,6,6,6,Highbury,London,N5 2JA,
490,Elwood House,450000,Flat / Apartment,569,2,2,2,Hurlock Street,London,N5 1EU,
491,Dalston Square,650000,Flat / Apartment,720,2,2,2,Hackney,London,E8 3GT,
492,Lyncroft Mansions,799950,Flat / Apartment,956,2,2,2, West Hampstead,London,NW6 1JY,
493,Chelsea Vista,1250000,Penthouse,1209,2,2,2, Fulham,London,SW6 2SD,
494,St John Street,775000,Flat / Apartment,810,1,1,1,Clerkenwell,London,EC1V 4LD,
495,Meon Road,800000,House,1080,3,3,3,Acton,London,W3 8AN,
496,Beverley Close,1850000,House,1735,4,4,4,Barnes,London,SW13 0EH,
497,Cambridge Road,1500000,House,1108,3,3,3,Barnes,London,SW13 0PG,
498,Davisville Road,1695000,House,2147,5,5,5,,London,W12 9SJ,
499,Fladgate House,750000,Flat / Apartment,686,1,1,1, Battersea,London,SW11 8EU,
500,York Mansions,1985000,Flat / Apartment,1492,3,3,3, Battersea,London,SW11 4BW,
501,Hamilton Terrace,1100000,Flat / Apartment,1125,2,2,2,St. John's Wood,London,NW8 9UJ,
502,Seward Street,650000,Flat / Apartment,674,2,2,2,Clerkenwell,London,EC1V 3PA,
503,Bloomfield Terrace,4500000,House,2145,3,3,3,Belgravia,London,SW1W 8PG,
504,Westbourne Park Road,4750000,New development,2552,4,4,4,Notting Hill,London,W2 5PH,
505,Hampstead Lane,2150000,House,2172,3,3,3,Highgate,London,N6 4RT,
506,Corfton Road,695000,Flat / Apartment,964,2,2,2,Ealing,London,W5 2HT,
507,Barton Road,575000,Flat / Apartment,573,2,2,2,,London,W14 9HA,
508,Bramham Gardens,1950000,Flat / Apartment,966,2,2,2,,London,SW5 0HQ,
509,Stonehill Road,2000000,House,2365,4,4,4,,London,SW14 8RW,
510,Teal Court,1100000,Flat / Apartment,816,2,2,2,Star Place,London,E1W 1AB,
511,Louisville Road,1550000,House,2500,5,5,5,,London,SW17 8RL,
512,HKR,649999,New development,569,1,1,1,211-227 Hackney Road,London,E2 8NA,
513,St. Albans Avenue,1500000,House,1868,5,5,5,Chiswick,London,W4 5JR,
514,The Lindens,725000,House,960,3,3,3,Hartington Road,London,W4 3UQ,
515,Shorrolds Road,785000,Flat / Apartment,739,2,2,2,,London,SW6 7TP,
516,Wetherell Road,400000,Flat / Apartment,491,1,1,1,South Hackney,London,E9 7DS,
517,Wieland Road,1395000,House,2141,4,4,4,Northwood,Middlesex,HA6 3RD,
518,Ravenswood Park,799950,House,1519,4,4,4,Northwood,Middlesex,HA6 3PS,
519,Cadogan Place,4750000,House,2157,4,4,4,Belgravia,London,SW1X 9RP,
520,Highbury New Park,899950,Flat / Apartment,947,2,2,2,,London,N5 2ET,
521,Offord Road,925000,Flat / Apartment,931,2,2,2,Islington,London,N1 1EA,
522,Linver Road,1800000,House,1776,5,5,5,Fulham,London,SW6 3RB,
523,Perrymead Street,2950000,House,3144,6,6,6,Fulham,London,SW6 3SW,
524,Doulton House,795000,New development,825,2,2,2, Fulham,London,SW6 2FS,
525,Regal House,795000,Flat / Apartment,798,2,2,2, Imperial Wharf,London,SW6 2GZ,
526,Fitzroy House,499999,Flat / Apartment,452,1,1,1, Longfield Avenue,London,W5 2QY,
527,Columbia Gardens,780000,New development,558,1,1,1,,London,SW6 1FU,
528,Cleveley Court,398000,New development,461,1,1,1,Ashton Reach,London,SE16 7EP,
529,Amelia Street,570000,Flat / Apartment,680,2,2,2,,London,SE17 3BZ,
530,Alston Road,625000,House,1007,2,2,2,,London,SW17 0TR,
531,Thorne Street,1150000,House,1259,3,3,3,Barnes,London,SW13 0PT,
532,Seward Street,655000,Flat / Apartment,703,2,2,2,Clerkenwell,London,EC1V 3PA,
533,Hamond Square,375000,Flat / Apartment,482,1,1,1,Hoxton,London,N1 5JQ,
534,Oppidans Road,2395000,House,2221,4,4,4,Primrose Hill,London,NW3 3AG,
535,Cairns Road,670000,Flat / Apartment,614,2,2,2,,London,SW11 1ES,
536,Broomwood Road,1450000,House,1792,5,5,5,,London,SW11 6JZ,
537,Cleveland Street,1750000,Flat / Apartment,2203,3,3,3,Fitzrovia,London,W1T 6NG,
538,Kinnerton Street,2250000,House,1673,3,3,3,,London,SW1X 8EA,
539,Liverpool Road,1295000,Penthouse,1424,3,3,3,,London,N1 1LA,
540,Palewell Park,1750000,House,2435,4,4,4,,London,SW14 8JH,
541,Gaskarth Road,700000,Flat / Apartment,707,2,2,2,,London,SW12 9NL,
542,Grange Road,2100000,House,2137,5,5,5,Barnes,London,SW13 9RE,
543,Latchmere Road,775000,House,1414,4,4,4,Battersea,London,SW11 2DT,
544,Killarney Road,1575000,House,2379,5,5,5,Wandsworth,London,SW18 2DX,
545,Grove House,650000,Flat / Apartment,1091,3,3,3,27 Frampton Park Road,London,E9 7PQ,
546,Holland Park Villas,8750000,New development,2755,3,3,3,6 Campden Hill,London,W8 7AD,
547,Eastbury Road,975000,House,1200,3,3,3,Northwood,Middlesex,HA6 3AJ,
548,Hidcote Apartments,699999,New development,878,2,2,2,5 Danvers Avenue,London,SW11 1AN,
549,Stonehill Road,2250000,House,2344,5,5,5,,London,SW14 8RW,
550,Palewell Park,1750000,House,2540,5,5,5,East Sheen,London,SW14 8JQ,
551,Burnaby Crescent,1380000,House,1737,5,5,5,Chiswick,London,W4 3LH,
552,Castelnau,5500000,House,4666,7,7,7,Barnes,London,SW13 9EL,
553,Denmark Avenue,3050000,House,3717,5,5,5,Wimbledon,London,SW19 4HF,
554,Thornton Hill,2350000,House,3594,5,5,5,Wimbledon,London,SW19 4HU,
555,Abernethy House,1600000,New development,1018,2,2,2,Barts Square,City Of London,EC1A 7BD,
556,Cadogan Gardens,6950000,Flat / Apartment,1840,3,3,3,,London,SW3 2RJ,
557,Egerton Place,5250000,Flat / Apartment,2026,3,3,3,Knightsbridge,London,SW3 2EF,
558,Lowndes Square,3375000,Flat / Apartment,913,2,2,2,Knightsbridge,London,SW1X 9HD,
559,Lancaster Close,1700000,Flat / Apartment,1138,3,3,3,13-15 St. Petersburgh Place,London,W2 4JZ,
560,Maddox Street,4650000,Penthouse,2231,4,4,4,Mayfair,London,W1S 1NR,
561,New Hereford House,2100000,Flat / Apartment,1074,2,2,2, Mayfair,London,W1K 7JB,
562,Trevor Street,7950000,House,3247,4,4,4,,London,SW7 1DX,
563,Carriage House,390000,New development,506,1,1,1,2  City North Place,London,N4 3FS,
564,Rosaville Road,1650000,House,1684,4,4,4,,London,SW6 7BN,
565,Barkston Gardens,2000000,Flat / Apartment,1997,4,4,4,Earl's Court,London,SW5 0ER,
566,Calbourne Road,1585000,House,2055,4,4,4,,London,SW12 8LW,
567,Trinity Road,4250000,House,4774,7,7,7,Wandsworth,London,SW18 3SN,
568,Fulham Road,3950000,House,2815,4,4,4,,London,SW10 9UG,
569,Queens Ride,6500000,House,5196,6,6,6,,London,SW13 0JF,
570,1 Eastfields Avenue,985000,Flat / Apartment,1295,3,3,3,Putney,London,SW18 1FQ,
571,Charlwood Place,1500000,Flat / Apartment,1275,3,3,3,Pimlico,London,SW1V 2LX,
572,Buckingham Gate,465000,Flat / Apartment,543,1,1,1,,London,SW1E 6PA,
573,Effra Road,950000,House,1357,3,3,3,Wimbledon,London,SW19 8PR,
574,Kingholme House,699950,Flat / Apartment,786,2,2,2, Wimbledon,London,SW19 4RD,
575,East Hill,725000,Flat / Apartment,1134,2,2,2,Wandsworth,London,SW18 2QE,
576,Townshend Court,465000,Flat / Apartment,473,1,1,1,Shannon Place,London,NW8 7DP,
577,Mortimer Court,500000,Flat / Apartment,451,1,1,1,Abbey Road,London,NW8 9AB,
578,Rutland Gate,5750000,Flat / Apartment,2524,3,3,3,Knightsbridge,London,SW7 1PJ,
579,Chevalier House,5450000,Flat / Apartment,1650,2,2,2,60 Brompton Road,London,SW3 1BW,
580,Queens Road,775000,House,1169,3,3,3,,Twickenham,TW1 4ET,
581,Eastfields Avenue,775000,Flat / Apartment,820,2,2,2,Putney,London,SW18 1GN,
582,Ormonde Court,699950,Penthouse,907,2,2,2, Putney,London,SW15 6TR,
583,Sisters Avenue,1550000,House,2052,4,4,4,,London,SW11 5SW,
584,Crockerton Road,1850000,House,3247,7,7,7,,London,SW17 7HG,
585,Pullman Court,249999,Flat / Apartment,458,1,1,1,Streatham Hill,London,SW2 4ST,
586,Clifton Road,3300000,House,3448,4,4,4,Little Venice,London,W9 1SZ,
587,Pearson Square,1600000,Flat / Apartment,1402,2,2,2,Fitzrovia,London,W1T 3BJ,
588,Portland Chambers,1790000,Penthouse,890,2,2,2, Fitzrovia,London,W1W 6RP,
589,Bryanston Court,4950000,Flat / Apartment,2817,6,6,6, Marylebone,London,W1H 7HB,
590,Green Street,2250000,Flat / Apartment,987,2,2,2,,London,W1K 6RG,
591,Green Street,2650000,Flat / Apartment,1027,2,2,2,Mayfair,London,W1K 6RG,
592,Bishops Gate,990000,New development,820,2,2,2,82-88 Fulham High Street,London,SW6 3LF,
593,Barts Square,1650000,New development,1259,3,3,3, Smithfield Market,London,EC1A 9DS,
594,Cubitt Building,765000,New development,618,1,1,1,10 Gatliff Road,London,SW1W 8QL,
595,Gainsborough Studios West,1100000,Flat / Apartment,1095,2,2,2, Shoreditch,London,N1 5EA,
596,Middleton Road,474950,Flat / Apartment,540,1,1,1,Hackney,London,E8 4BS,
597,Pond Street,2450000,Penthouse,1879,3,3,3,Hampstead,London,NW3 2PS,
598,Clark House,650000,Flat / Apartment,668,1,1,1, Hampstead,London,NW3 7AT,
599,Corfton Road,499950,Flat / Apartment,603,1,1,1,,London,W5 2HT,
600,Corfton Road,449950,Flat / Apartment,539,1,1,1,,London,W5 2HT,
601,The Granary,375000,Flat / Apartment,961,2,2,2, Barwell Lane,Chessington,KT9 2LZ,
602,Cornwall Gardens,395000,Flat / Apartment,734,2,2,2,,London,SW7 4BE,
603,Spruce House,1000000,Penthouse,1539,2,2,2,4 Woodland Crescent,London,SE16 6YG,
604,Emmanuel Road,825000,Flat / Apartment,1517,3,3,3,,London,SW12 0HF,
605,Brandreth Road,1600000,House,2340,5,5,5,,London,SW17 8ER,
606,Ziggurat Building,1250000,Flat / Apartment,1085,2,2,2, Clerkenwell,London,EC1N 8QX,
607,Swanscombe Road,1100000,House,1112,3,3,3,Chiswick,London,W4 2HQ,
608,Hamilton Road,1200000,House,1517,4,4,4,Chiswick,London,W4 1AL,
609,Castelnau,4000000,House,5108,5,5,5,Barnes,London,SW13 9EX,
